livraison_id,date_commande,entrepot,transporteur,distance_km,proba_a_l_heure,a_l_heure,date_livraison_prevue,retard_jours_(nombre),date_livraison_reelle,cout_km_(€),cout_transport_(€)
1139,2025-12-07,Entrepot_A,Transporteur_Y,372,0.92,True,2025-12-09,0,2025-12-09,1.2,446.0
1140,2025-11-02,Entrepot_A,Transporteur_Y,116,0.92,True,2025-11-03,0,2025-11-03,1.2,139.0
1141,2025-04-02,Entrepot_B,Transporteur_Y,319,0.92,True,2025-04-04,0,2025-04-04,1.2,383.0
1142,2025-02-19,Entrepot_B,Transporteur_X,757,0.77,True,2025-02-23,0,2025-02-23,1.4,1060.0
1143,2025-09-06,Entrepot_C,Transporteur_Z,677,0.86,True,2025-09-09,0,2025-09-09,1.05,711.0
1144,2025-07-25,Entrepot_C,Transporteur_X,450,0.77,True,2025-07-27,0,2025-07-27,1.4,630.0
1145,2025-03-26,Entrepot_C,Transporteur_Z,496,0.86,True,2025-03-29,0,2025-03-29,1.05,521.0
1146,2025-11-03,Entrepot_A,Transporteur_Z,279,0.86,True,2025-11-05,0,2025-11-05,1.05,293.0
1147,2025-10-09,Entrepot_A,Transporteur_Y,231,0.92,True,2025-10-11,0,2025-10-11,1.2,277.0
1148,2025-04-16,Entrepot_A,Transporteur_Y,742,0.92,True,2025-04-19,0,2025-04-19,1.2,890.0
1149,2025-04-12,Entrepot_B,Transporteur_Y,647,0.92,True,2025-04-15,0,2025-04-15,1.2,776.0
1150,2025-06-26,Entrepot_A,Transporteur_Z,150,0.86,True,2025-06-28,0,2025-06-28,1.05,158.0
1151,2025-09-29,Entrepot_B,Transporteur_Z,165,0.86,False,2025-10-01,1,2025-10-02,1.05,173.0
1152,2025-01-23,Entrepot_C,Transporteur_Y,206,0.92,True,2025-01-25,0,2025-01-25,1.2,247.0
1153,2025-05-13,Entrepot_A,Transporteur_X,103,0.77,True,2025-05-14,0,2025-05-14,1.4,144.0
1154,2025-08-14,Entrepot_A,Transporteur_Z,699,0.86,False,2025-08-17,3,2025-08-20,1.05,734.0
1155,2025-12-08,Entrepot_A,Transporteur_X,179,0.77,True,2025-12-10,0,2025-12-10,1.4,251.0
1156,2025-11-19,Entrepot_A,Transporteur_Z,800,0.86,True,2025-11-23,0,2025-11-23,1.05,840.0
1157,2025-10-29,Entrepot_B,Transporteur_X,327,0.77,False,2025-10-31,2,2025-11-02,1.4,458.0
1158,2025-01-28,Entrepot_C,Transporteur_X,86,0.77,False,2025-01-29,1,2025-01-30,1.4,120.0
1159,2025-12-12,Entrepot_B,Transporteur_Z,767,0.86,True,2025-12-16,0,2025-12-16,1.05,805.0
1160,2025-01-21,Entrepot_A,Transporteur_Y,540,0.92,True,2025-01-24,0,2025-01-24,1.2,648.0
1161,2025-05-24,Entrepot_B,Transporteur_X,502,0.77,False,2025-05-27,3,2025-05-30,1.4,703.0
1162,2025-04-19,Entrepot_A,Transporteur_Z,114,0.86,True,2025-04-20,0,2025-04-20,1.05,120.0
1163,2025-04-03,Entrepot_B,Transporteur_X,625,0.77,True,2025-04-06,0,2025-04-06,1.4,875.0
1164,2025-11-03,Entrepot_C,Transporteur_Z,571,0.86,True,2025-11-06,0,2025-11-06,1.05,600.0
1165,2025-09-03,Entrepot_C,Transporteur_X,120,0.77,True,2025-09-04,0,2025-09-04,1.4,168.0
1166,2025-11-02,Entrepot_A,Transporteur_X,561,0.77,True,2025-11-05,0,2025-11-05,1.4,785.0
1167,2025-07-19,Entrepot_C,Transporteur_Z,420,0.86,True,2025-07-21,0,2025-07-21,1.05,441.0
1168,2025-07-06,Entrepot_C,Transporteur_Z,126,0.86,True,2025-07-07,0,2025-07-07,1.05,132.0
1169,2025-01-24,Entrepot_B,Transporteur_X,477,0.77,True,2025-01-27,0,2025-01-27,1.4,668.0
1170,2025-09-05,Entrepot_A,Transporteur_X,520,0.77,True,2025-09-08,0,2025-09-08,1.4,728.0
1171,2025-02-15,Entrepot_C,Transporteur_Z,172,0.86,True,2025-02-17,0,2025-02-17,1.05,181.0
1172,2025-09-27,Entrepot_A,Transporteur_X,562,0.77,False,2025-09-30,4,2025-10-04,1.4,787.0
1173,2025-06-17,Entrepot_B,Transporteur_Y,104,0.92,True,2025-06-18,0,2025-06-18,1.2,125.0
1174,2025-06-23,Entrepot_C,Transporteur_Z,466,0.86,True,2025-06-26,0,2025-06-26,1.05,489.0
1175,2025-04-14,Entrepot_A,Transporteur_Z,388,0.86,True,2025-04-16,0,2025-04-16,1.05,407.0
1176,2025-04-15,Entrepot_C,Transporteur_Y,619,0.92,True,2025-04-18,0,2025-04-18,1.2,743.0
1177,2025-01-01,Entrepot_C,Transporteur_Y,197,0.92,True,2025-01-03,0,2025-01-03,1.2,236.0
1178,2025-03-29,Entrepot_A,Transporteur_X,71,0.77,False,2025-03-30,1,2025-03-31,1.4,99.0
1179,2025-03-01,Entrepot_A,Transporteur_X,401,0.77,True,2025-03-03,0,2025-03-03,1.4,561.0
1180,2025-02-25,Entrepot_C,Transporteur_X,245,0.77,False,2025-02-27,1,2025-02-28,1.4,343.0
1181,2025-07-13,Entrepot_A,Transporteur_Y,271,0.92,True,2025-07-15,0,2025-07-15,1.2,325.0
1182,2025-09-10,Entrepot_B,Transporteur_Y,123,0.92,False,2025-09-11,2,2025-09-13,1.2,148.0
1183,2025-06-04,Entrepot_A,Transporteur_Y,552,0.92,True,2025-06-07,0,2025-06-07,1.2,662.0
1184,2025-08-12,Entrepot_C,Transporteur_Y,521,0.92,False,2025-08-15,4,2025-08-19,1.2,625.0
1185,2025-10-12,Entrepot_C,Transporteur_Z,650,0.86,True,2025-10-15,0,2025-10-15,1.05,682.0
1186,2025-10-22,Entrepot_A,Transporteur_Z,555,0.86,True,2025-10-25,0,2025-10-25,1.05,583.0
1187,2025-10-22,Entrepot_B,Transporteur_Y,202,0.92,True,2025-10-24,0,2025-10-24,1.2,242.0
1188,2025-04-10,Entrepot_C,Transporteur_Y,57,0.92,True,2025-04-11,0,2025-04-11,1.2,68.0
1189,2025-04-10,Entrepot_A,Transporteur_X,374,0.77,False,2025-04-12,3,2025-04-15,1.4,524.0
1190,2025-12-02,Entrepot_A,Transporteur_X,355,0.77,True,2025-12-04,0,2025-12-04,1.4,497.0
1191,2025-09-07,Entrepot_C,Transporteur_Y,110,0.92,True,2025-09-08,0,2025-09-08,1.2,132.0
1192,2025-05-18,Entrepot_B,Transporteur_Z,386,0.86,True,2025-05-20,0,2025-05-20,1.05,405.0
1193,2025-08-29,Entrepot_A,Transporteur_X,308,0.77,True,2025-08-31,0,2025-08-31,1.4,431.0
1194,2025-10-07,Entrepot_A,Transporteur_Z,701,0.86,True,2025-10-10,0,2025-10-10,1.05,736.0
1195,2025-12-17,Entrepot_C,Transporteur_Y,505,0.92,True,2025-12-20,0,2025-12-20,1.2,606.0
1196,2025-02-07,Entrepot_C,Transporteur_Y,743,0.92,True,2025-02-10,0,2025-02-10,1.2,892.0
1197,2025-02-07,Entrepot_B,Transporteur_Z,778,0.86,True,2025-02-11,0,2025-02-11,1.05,817.0
1198,2025-05-15,Entrepot_A,Transporteur_Z,62,0.86,True,2025-05-16,0,2025-05-16,1.05,65.0
1199,2025-12-20,Entrepot_A,Transporteur_Z,644,0.86,True,2025-12-23,0,2025-12-23,1.05,676.0
1200,2025-04-05,Entrepot_A,Transporteur_X,293,0.77,True,2025-04-07,0,2025-04-07,1.4,410.0
1201,2025-04-07,Entrepot_A,Transporteur_X,336,0.77,True,2025-04-09,0,2025-04-09,1.4,470.0
1202,2025-02-06,Entrepot_B,Transporteur_X,177,0.77,True,2025-02-08,0,2025-02-08,1.4,248.0
1203,2025-08-02,Entrepot_B,Transporteur_Y,259,0.92,True,2025-08-04,0,2025-08-04,1.2,311.0
1204,2025-01-06,Entrepot_C,Transporteur_Z,526,0.86,False,2025-01-09,3,2025-01-12,1.05,552.0
1205,2025-12-30,Entrepot_A,Transporteur_X,213,0.77,True,2026-01-01,0,2026-01-01,1.4,298.0
1206,2025-12-16,Entrepot_C,Transporteur_Z,603,0.86,True,2025-12-19,0,2025-12-19,1.05,633.0
1207,2025-04-10,Entrepot_A,Transporteur_Z,479,0.86,True,2025-04-13,0,2025-04-13,1.05,503.0
1208,2025-05-11,Entrepot_B,Transporteur_X,667,0.77,True,2025-05-14,0,2025-05-14,1.4,934.0
1209,2025-09-26,Entrepot_A,Transporteur_Y,461,0.92,True,2025-09-29,0,2025-09-29,1.2,553.0
1210,2025-11-21,Entrepot_A,Transporteur_Z,404,0.86,True,2025-11-23,0,2025-11-23,1.05,424.0
1211,2025-01-05,Entrepot_B,Transporteur_X,489,0.77,False,2025-01-08,2,2025-01-10,1.4,685.0
1212,2025-11-29,Entrepot_A,Transporteur_Y,542,0.92,True,2025-12-02,0,2025-12-02,1.2,650.0
1213,2025-01-18,Entrepot_C,Transporteur_Z,779,0.86,True,2025-01-22,0,2025-01-22,1.05,818.0
1214,2025-04-03,Entrepot_C,Transporteur_Z,571,0.86,True,2025-04-06,0,2025-04-06,1.05,600.0
1215,2025-08-16,Entrepot_C,Transporteur_Y,796,0.92,True,2025-08-20,0,2025-08-20,1.2,955.0
1216,2025-03-15,Entrepot_B,Transporteur_X,106,0.77,False,2025-03-16,2,2025-03-18,1.4,148.0
1217,2025-09-12,Entrepot_B,Transporteur_Y,800,0.92,True,2025-09-16,0,2025-09-16,1.2,960.0
1218,2025-11-03,Entrepot_A,Transporteur_Y,232,0.92,True,2025-11-05,0,2025-11-05,1.2,278.0
1219,2025-12-23,Entrepot_B,Transporteur_Y,148,0.92,True,2025-12-24,0,2025-12-24,1.2,178.0
1220,2025-01-26,Entrepot_A,Transporteur_X,238,0.77,True,2025-01-28,0,2025-01-28,1.4,333.0
1221,2025-02-23,Entrepot_B,Transporteur_X,536,0.77,False,2025-02-26,4,2025-03-02,1.4,750.0
1222,2025-03-30,Entrepot_C,Transporteur_Y,518,0.92,True,2025-04-02,0,2025-04-02,1.2,622.0
1223,2025-12-04,Entrepot_C,Transporteur_X,758,0.77,True,2025-12-08,0,2025-12-08,1.4,1061.0
1224,2025-07-25,Entrepot_A,Transporteur_X,774,0.77,False,2025-07-29,3,2025-08-01,1.4,1084.0
1225,2025-02-28,Entrepot_C,Transporteur_X,724,0.77,True,2025-03-03,0,2025-03-03,1.4,1014.0
1226,2025-12-21,Entrepot_A,Transporteur_Y,324,0.92,True,2025-12-23,0,2025-12-23,1.2,389.0
1227,2025-01-20,Entrepot_B,Transporteur_Y,703,0.92,True,2025-01-23,0,2025-01-23,1.2,844.0
1228,2025-02-05,Entrepot_C,Transporteur_Y,286,0.92,True,2025-02-07,0,2025-02-07,1.2,343.0
1229,2025-01-24,Entrepot_A,Transporteur_X,723,0.77,True,2025-01-27,0,2025-01-27,1.4,1012.0
1230,2025-07-10,Entrepot_A,Transporteur_X,106,0.77,False,2025-07-11,2,2025-07-13,1.4,148.0
1231,2025-03-07,Entrepot_B,Transporteur_Y,425,0.92,True,2025-03-09,0,2025-03-09,1.2,510.0
1232,2025-03-31,Entrepot_B,Transporteur_X,737,0.77,True,2025-04-03,0,2025-04-03,1.4,1032.0
1233,2025-04-08,Entrepot_A,Transporteur_X,726,0.77,True,2025-04-11,0,2025-04-11,1.4,1016.0
1234,2025-03-21,Entrepot_C,Transporteur_X,290,0.77,True,2025-03-23,0,2025-03-23,1.4,406.0
1235,2025-12-15,Entrepot_B,Transporteur_X,490,0.77,True,2025-12-18,0,2025-12-18,1.4,686.0
1236,2025-06-20,Entrepot_C,Transporteur_Y,401,0.92,True,2025-06-22,0,2025-06-22,1.2,481.0
1237,2025-01-16,Entrepot_C,Transporteur_Z,664,0.86,True,2025-01-19,0,2025-01-19,1.05,697.0
1238,2025-12-10,Entrepot_A,Transporteur_Z,67,0.86,True,2025-12-11,0,2025-12-11,1.05,70.0
1239,2025-03-15,Entrepot_C,Transporteur_Z,495,0.86,True,2025-03-18,0,2025-03-18,1.05,520.0
1240,2025-03-22,Entrepot_A,Transporteur_Z,274,0.86,True,2025-03-24,0,2025-03-24,1.05,288.0
1241,2025-02-03,Entrepot_C,Transporteur_Y,521,0.92,True,2025-02-06,0,2025-02-06,1.2,625.0
1242,2025-01-17,Entrepot_C,Transporteur_Z,221,0.86,True,2025-01-19,0,2025-01-19,1.05,232.0
1243,2025-09-28,Entrepot_C,Transporteur_X,381,0.77,True,2025-09-30,0,2025-09-30,1.4,533.0
1244,2025-10-14,Entrepot_A,Transporteur_X,539,0.77,False,2025-10-17,2,2025-10-19,1.4,755.0
1245,2025-03-22,Entrepot_A,Transporteur_Z,508,0.86,True,2025-03-25,0,2025-03-25,1.05,533.0
1246,2025-09-20,Entrepot_C,Transporteur_X,151,0.77,True,2025-09-22,0,2025-09-22,1.4,211.0
1247,2025-09-17,Entrepot_C,Transporteur_Y,475,0.92,True,2025-09-20,0,2025-09-20,1.2,570.0
1248,2025-12-13,Entrepot_A,Transporteur_X,164,0.77,False,2025-12-15,2,2025-12-17,1.4,230.0
1249,2025-02-06,Entrepot_B,Transporteur_Z,660,0.86,True,2025-02-09,0,2025-02-09,1.05,693.0
1250,2025-10-03,Entrepot_A,Transporteur_Y,711,0.92,True,2025-10-06,0,2025-10-06,1.2,853.0
1251,2025-10-31,Entrepot_A,Transporteur_Y,750,0.92,True,2025-11-04,0,2025-11-04,1.2,900.0
1252,2025-11-21,Entrepot_B,Transporteur_Z,79,0.86,True,2025-11-22,0,2025-11-22,1.05,83.0
1253,2025-11-27,Entrepot_A,Transporteur_X,299,0.77,True,2025-11-29,0,2025-11-29,1.4,419.0
1254,2025-11-19,Entrepot_B,Transporteur_Z,130,0.86,True,2025-11-20,0,2025-11-20,1.05,136.0
1255,2025-08-04,Entrepot_C,Transporteur_X,274,0.77,True,2025-08-06,0,2025-08-06,1.4,384.0
1256,2025-09-15,Entrepot_B,Transporteur_X,694,0.77,True,2025-09-18,0,2025-09-18,1.4,972.0
1257,2025-12-11,Entrepot_C,Transporteur_Y,375,0.92,True,2025-12-13,0,2025-12-13,1.2,450.0
1258,2025-04-07,Entrepot_B,Transporteur_Y,616,0.92,True,2025-04-10,0,2025-04-10,1.2,739.0
1259,2025-02-25,Entrepot_B,Transporteur_Z,493,0.86,False,2025-02-28,1,2025-03-01,1.05,518.0
1260,2025-01-12,Entrepot_C,Transporteur_Z,527,0.86,True,2025-01-15,0,2025-01-15,1.05,553.0
1261,2025-11-03,Entrepot_B,Transporteur_Y,364,0.92,True,2025-11-05,0,2025-11-05,1.2,437.0
1262,2025-10-21,Entrepot_C,Transporteur_Y,471,0.92,True,2025-10-24,0,2025-10-24,1.2,565.0
1263,2025-07-15,Entrepot_C,Transporteur_X,87,0.77,False,2025-07-16,1,2025-07-17,1.4,122.0
1264,2025-11-13,Entrepot_C,Transporteur_Y,598,0.92,False,2025-11-16,4,2025-11-20,1.2,718.0
1265,2025-10-18,Entrepot_A,Transporteur_X,78,0.77,True,2025-10-19,0,2025-10-19,1.4,109.0
1266,2025-04-12,Entrepot_A,Transporteur_Y,403,0.92,True,2025-04-14,0,2025-04-14,1.2,484.0
1267,2025-12-14,Entrepot_B,Transporteur_Z,115,0.86,True,2025-12-15,0,2025-12-15,1.05,121.0
1268,2025-01-25,Entrepot_C,Transporteur_X,722,0.77,True,2025-01-28,0,2025-01-28,1.4,1011.0
1269,2025-07-06,Entrepot_A,Transporteur_Y,673,0.92,True,2025-07-09,0,2025-07-09,1.2,808.0
1270,2025-07-25,Entrepot_B,Transporteur_X,682,0.77,False,2025-07-28,2,2025-07-30,1.4,955.0
1271,2025-03-30,Entrepot_C,Transporteur_Z,416,0.86,True,2025-04-01,0,2025-04-01,1.05,437.0
1272,2025-03-09,Entrepot_C,Transporteur_Z,286,0.86,True,2025-03-11,0,2025-03-11,1.05,300.0
1273,2025-03-24,Entrepot_C,Transporteur_Y,101,0.92,True,2025-03-25,0,2025-03-25,1.2,121.0
1274,2025-10-25,Entrepot_C,Transporteur_Z,734,0.86,True,2025-10-28,0,2025-10-28,1.05,771.0
1275,2025-11-22,Entrepot_A,Transporteur_Z,182,0.86,True,2025-11-24,0,2025-11-24,1.05,191.0
1276,2025-03-03,Entrepot_C,Transporteur_Z,487,0.86,True,2025-03-06,0,2025-03-06,1.05,511.0
1277,2025-08-19,Entrepot_A,Transporteur_X,50,0.77,True,2025-08-20,0,2025-08-20,1.4,70.0
1278,2025-05-02,Entrepot_A,Transporteur_Y,525,0.92,True,2025-05-05,0,2025-05-05,1.2,630.0
1279,2025-03-08,Entrepot_C,Transporteur_X,734,0.77,True,2025-03-11,0,2025-03-11,1.4,1028.0
1280,2025-02-01,Entrepot_C,Transporteur_X,743,0.77,True,2025-02-04,0,2025-02-04,1.4,1040.0
1281,2025-01-09,Entrepot_B,Transporteur_Y,786,0.92,True,2025-01-13,0,2025-01-13,1.2,943.0
1282,2025-11-26,Entrepot_B,Transporteur_Y,710,0.92,True,2025-11-29,0,2025-11-29,1.2,852.0
1283,2025-01-18,Entrepot_B,Transporteur_Z,254,0.86,True,2025-01-20,0,2025-01-20,1.05,267.0
1284,2025-01-25,Entrepot_C,Transporteur_X,652,0.77,True,2025-01-28,0,2025-01-28,1.4,913.0
1285,2025-11-18,Entrepot_A,Transporteur_Z,246,0.86,True,2025-11-20,0,2025-11-20,1.05,258.0
1286,2025-12-10,Entrepot_C,Transporteur_Y,664,0.92,True,2025-12-13,0,2025-12-13,1.2,797.0
1287,2025-02-26,Entrepot_A,Transporteur_X,320,0.77,True,2025-02-28,0,2025-02-28,1.4,448.0
1288,2025-12-22,Entrepot_B,Transporteur_X,285,0.77,False,2025-12-24,3,2025-12-27,1.4,399.0
1289,2025-05-05,Entrepot_B,Transporteur_Z,760,0.86,True,2025-05-09,0,2025-05-09,1.05,798.0
1290,2025-10-30,Entrepot_A,Transporteur_Z,200,0.86,True,2025-11-01,0,2025-11-01,1.05,210.0
1291,2025-05-04,Entrepot_B,Transporteur_Y,586,0.92,True,2025-05-07,0,2025-05-07,1.2,703.0
1292,2025-06-27,Entrepot_C,Transporteur_Z,715,0.86,True,2025-06-30,0,2025-06-30,1.05,751.0
1293,2025-10-23,Entrepot_A,Transporteur_Z,620,0.86,True,2025-10-26,0,2025-10-26,1.05,651.0
1294,2025-06-04,Entrepot_C,Transporteur_X,358,0.77,True,2025-06-06,0,2025-06-06,1.4,501.0
1295,2025-12-22,Entrepot_C,Transporteur_Y,206,0.92,True,2025-12-24,0,2025-12-24,1.2,247.0
1296,2025-06-20,Entrepot_C,Transporteur_X,364,0.77,True,2025-06-22,0,2025-06-22,1.4,510.0
1297,2025-03-07,Entrepot_C,Transporteur_Y,364,0.92,True,2025-03-09,0,2025-03-09,1.2,437.0
1298,2025-02-10,Entrepot_C,Transporteur_Z,659,0.86,True,2025-02-13,0,2025-02-13,1.05,692.0
1299,2025-05-26,Entrepot_B,Transporteur_Y,563,0.92,True,2025-05-29,0,2025-05-29,1.2,676.0
1300,2025-03-30,Entrepot_B,Transporteur_Y,337,0.92,True,2025-04-01,0,2025-04-01,1.2,404.0
1301,2025-07-26,Entrepot_A,Transporteur_Z,520,0.86,True,2025-07-29,0,2025-07-29,1.05,546.0
1302,2025-10-07,Entrepot_B,Transporteur_X,483,0.77,True,2025-10-10,0,2025-10-10,1.4,676.0
1303,2025-07-10,Entrepot_C,Transporteur_X,436,0.77,True,2025-07-12,0,2025-07-12,1.4,610.0
1304,2025-05-09,Entrepot_A,Transporteur_Y,405,0.92,True,2025-05-11,0,2025-05-11,1.2,486.0
1305,2025-02-06,Entrepot_A,Transporteur_Z,788,0.86,True,2025-02-10,0,2025-02-10,1.05,827.0
1306,2025-03-15,Entrepot_A,Transporteur_Y,66,0.92,False,2025-03-16,1,2025-03-17,1.2,79.0
1307,2025-05-09,Entrepot_A,Transporteur_Z,689,0.86,True,2025-05-12,0,2025-05-12,1.05,723.0
1308,2025-06-03,Entrepot_A,Transporteur_X,305,0.77,True,2025-06-05,0,2025-06-05,1.4,427.0
1309,2025-03-21,Entrepot_A,Transporteur_Z,257,0.86,True,2025-03-23,0,2025-03-23,1.05,270.0
1310,2025-02-07,Entrepot_A,Transporteur_Z,91,0.86,True,2025-02-08,0,2025-02-08,1.05,96.0
1311,2025-05-11,Entrepot_C,Transporteur_X,763,0.77,False,2025-05-15,4,2025-05-19,1.4,1068.0
1312,2025-10-24,Entrepot_A,Transporteur_Y,479,0.92,True,2025-10-27,0,2025-10-27,1.2,575.0
1313,2025-06-16,Entrepot_A,Transporteur_Z,597,0.86,True,2025-06-19,0,2025-06-19,1.05,627.0
1314,2025-03-09,Entrepot_B,Transporteur_Y,515,0.92,True,2025-03-12,0,2025-03-12,1.2,618.0
1315,2025-09-07,Entrepot_C,Transporteur_Z,118,0.86,True,2025-09-08,0,2025-09-08,1.05,124.0
1316,2025-06-21,Entrepot_C,Transporteur_X,559,0.77,True,2025-06-24,0,2025-06-24,1.4,783.0
1317,2025-03-17,Entrepot_B,Transporteur_Z,378,0.86,True,2025-03-19,0,2025-03-19,1.05,397.0
1318,2025-05-23,Entrepot_C,Transporteur_Y,716,0.92,False,2025-05-26,2,2025-05-28,1.2,859.0
1319,2025-07-03,Entrepot_A,Transporteur_X,522,0.77,True,2025-07-06,0,2025-07-06,1.4,731.0
1320,2025-04-27,Entrepot_B,Transporteur_X,412,0.77,True,2025-04-29,0,2025-04-29,1.4,577.0
1321,2025-09-10,Entrepot_B,Transporteur_X,265,0.77,True,2025-09-12,0,2025-09-12,1.4,371.0
1322,2025-08-16,Entrepot_B,Transporteur_Y,222,0.92,True,2025-08-18,0,2025-08-18,1.2,266.0
1323,2025-11-05,Entrepot_B,Transporteur_Y,168,0.92,True,2025-11-07,0,2025-11-07,1.2,202.0
1324,2025-04-11,Entrepot_A,Transporteur_X,319,0.77,True,2025-04-13,0,2025-04-13,1.4,447.0
1325,2025-11-24,Entrepot_A,Transporteur_Z,685,0.86,True,2025-11-27,0,2025-11-27,1.05,719.0
1326,2025-09-16,Entrepot_B,Transporteur_Z,427,0.86,True,2025-09-18,0,2025-09-18,1.05,448.0
1327,2025-04-27,Entrepot_C,Transporteur_Y,645,0.92,True,2025-04-30,0,2025-04-30,1.2,774.0
1328,2025-12-22,Entrepot_C,Transporteur_X,66,0.77,True,2025-12-23,0,2025-12-23,1.4,92.0
1329,2025-02-06,Entrepot_A,Transporteur_Z,792,0.86,True,2025-02-10,0,2025-02-10,1.05,832.0
1330,2025-02-24,Entrepot_B,Transporteur_Y,721,0.92,True,2025-02-27,0,2025-02-27,1.2,865.0
1331,2025-06-14,Entrepot_B,Transporteur_Y,124,0.92,True,2025-06-15,0,2025-06-15,1.2,149.0
1332,2025-09-16,Entrepot_A,Transporteur_Y,587,0.92,True,2025-09-19,0,2025-09-19,1.2,704.0
1333,2025-12-05,Entrepot_A,Transporteur_Z,638,0.86,True,2025-12-08,0,2025-12-08,1.05,670.0
1334,2025-08-25,Entrepot_A,Transporteur_Y,209,0.92,True,2025-08-27,0,2025-08-27,1.2,251.0
1335,2025-08-03,Entrepot_A,Transporteur_Y,432,0.92,True,2025-08-05,0,2025-08-05,1.2,518.0
1336,2025-02-09,Entrepot_B,Transporteur_Z,170,0.86,False,2025-02-11,1,2025-02-12,1.05,178.0
1337,2025-08-31,Entrepot_C,Transporteur_X,265,0.77,True,2025-09-02,0,2025-09-02,1.4,371.0
1338,2025-08-12,Entrepot_A,Transporteur_X,420,0.77,True,2025-08-14,0,2025-08-14,1.4,588.0
1339,2025-06-29,Entrepot_B,Transporteur_Z,141,0.86,False,2025-06-30,1,2025-07-01,1.05,148.0
1340,2025-05-09,Entrepot_A,Transporteur_Y,490,0.92,True,2025-05-12,0,2025-05-12,1.2,588.0
1341,2025-10-29,Entrepot_B,Transporteur_X,159,0.77,True,2025-10-31,0,2025-10-31,1.4,223.0
1342,2025-12-08,Entrepot_A,Transporteur_Z,711,0.86,True,2025-12-11,0,2025-12-11,1.05,747.0
1343,2025-02-15,Entrepot_B,Transporteur_X,167,0.77,True,2025-02-17,0,2025-02-17,1.4,234.0
1344,2025-03-12,Entrepot_A,Transporteur_Y,166,0.92,False,2025-03-14,1,2025-03-15,1.2,199.0
1345,2025-04-26,Entrepot_B,Transporteur_Z,799,0.86,True,2025-04-30,0,2025-04-30,1.05,839.0
1346,2025-03-18,Entrepot_B,Transporteur_X,528,0.77,True,2025-03-21,0,2025-03-21,1.4,739.0
1347,2025-07-08,Entrepot_A,Transporteur_Z,773,0.86,False,2025-07-12,1,2025-07-13,1.05,812.0
1348,2025-04-21,Entrepot_B,Transporteur_Y,62,0.92,True,2025-04-22,0,2025-04-22,1.2,74.0
1349,2025-05-25,Entrepot_A,Transporteur_Z,609,0.86,True,2025-05-28,0,2025-05-28,1.05,639.0
1350,2025-02-08,Entrepot_B,Transporteur_Y,155,0.92,True,2025-02-10,0,2025-02-10,1.2,186.0
1351,2025-08-16,Entrepot_A,Transporteur_Z,293,0.86,True,2025-08-18,0,2025-08-18,1.05,308.0
1352,2025-06-16,Entrepot_A,Transporteur_X,133,0.77,False,2025-06-17,2,2025-06-19,1.4,186.0
1353,2025-04-09,Entrepot_B,Transporteur_Y,178,0.92,True,2025-04-11,0,2025-04-11,1.2,214.0
1354,2025-03-27,Entrepot_B,Transporteur_Z,464,0.86,True,2025-03-30,0,2025-03-30,1.05,487.0
1355,2025-09-06,Entrepot_B,Transporteur_Y,253,0.92,True,2025-09-08,0,2025-09-08,1.2,304.0
1356,2025-03-08,Entrepot_B,Transporteur_X,780,0.77,True,2025-03-12,0,2025-03-12,1.4,1092.0
1357,2025-07-28,Entrepot_A,Transporteur_X,688,0.77,False,2025-07-31,1,2025-08-01,1.4,963.0
1358,2025-01-02,Entrepot_C,Transporteur_Y,609,0.92,True,2025-01-05,0,2025-01-05,1.2,731.0
1359,2025-11-16,Entrepot_B,Transporteur_X,275,0.77,True,2025-11-18,0,2025-11-18,1.4,385.0
1360,2025-08-01,Entrepot_C,Transporteur_Z,446,0.86,False,2025-08-03,2,2025-08-05,1.05,468.0
1361,2025-10-08,Entrepot_C,Transporteur_Y,791,0.92,True,2025-10-12,0,2025-10-12,1.2,949.0
1362,2025-02-08,Entrepot_B,Transporteur_X,391,0.77,False,2025-02-10,3,2025-02-13,1.4,547.0
1363,2025-10-04,Entrepot_C,Transporteur_Y,752,0.92,True,2025-10-08,0,2025-10-08,1.2,902.0
1364,2025-10-06,Entrepot_A,Transporteur_Y,129,0.92,True,2025-10-07,0,2025-10-07,1.2,155.0
1365,2025-05-10,Entrepot_A,Transporteur_X,595,0.77,True,2025-05-13,0,2025-05-13,1.4,833.0
1366,2025-01-13,Entrepot_C,Transporteur_X,436,0.77,True,2025-01-15,0,2025-01-15,1.4,610.0
1367,2025-10-17,Entrepot_C,Transporteur_Z,259,0.86,True,2025-10-19,0,2025-10-19,1.05,272.0
1368,2025-04-20,Entrepot_C,Transporteur_Z,343,0.86,True,2025-04-22,0,2025-04-22,1.05,360.0
1369,2025-08-03,Entrepot_A,Transporteur_X,359,0.77,True,2025-08-05,0,2025-08-05,1.4,503.0
1370,2025-02-23,Entrepot_A,Transporteur_X,701,0.77,True,2025-02-26,0,2025-02-26,1.4,981.0
1371,2025-11-21,Entrepot_B,Transporteur_X,762,0.77,True,2025-11-25,0,2025-11-25,1.4,1067.0
1372,2025-06-14,Entrepot_A,Transporteur_X,189,0.77,False,2025-06-16,2,2025-06-18,1.4,265.0
1373,2025-05-27,Entrepot_A,Transporteur_Z,508,0.86,True,2025-05-30,0,2025-05-30,1.05,533.0
1374,2025-11-24,Entrepot_B,Transporteur_Z,52,0.86,False,2025-11-25,2,2025-11-27,1.05,55.0
